PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs12922061	0.241	4E-10	1.231
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs12922061	0.241	4E-10	1.231
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs3803662	0.522	3E-11	1.213
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs3803662	0.522	3E-11	1.213
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs2981578	0.514	1E-12	1.225
24143190	http://europepmc.org/abstract/MED/24143190	Genome-wide association study of breast cancer in the Japanese population.	Breast cancer	2,642 Japanese ancestry cases, 2,099 Japaneses ancestry controls	2,885 Japanese ancestry cases, 3,395 Japaneses ancestry controls	rs17221259	0.204	7E-6	1.252
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs8170	0.191	9E-13	1.15
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11571833	0.496	6E-6	1.52
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11571833	0.496	6E-6	1.52
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11571833	0.496	6E-6	1.52
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11571833	0.496	6E-6	1.52
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs3803662	0.267	6E-13	1.14
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs1432679	0.435	7E-6	1.08
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11075995	0.24	4E-8	1.11
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs11075995	0.24	4E-8	1.11
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs17817449	0.526	6E-7	1.09
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs17817449	0.526	6E-7	1.09
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs6678914	0.59	1E-8	1.1
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs6678914	0.59	1E-8	1.1
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs6678914	0.59	1E-8	1.1
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs4245739	0.26	2E-12	1.14
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs4245739	0.26	2E-12	1.14
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs4245739	0.26	2E-12	1.14
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs6001930	0.107	2E-6	1.14
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs616488	0.665	1E-8	1.1
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs10069690	0.321	5E-12	1.15
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs10995190	0.846	1E-7	1.12
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs2046210	0.423	5E-16	1.15
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs12710696	0.36	5E-8	1.1
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs10771399	0.895	2E-12	1.2
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs17530068	0.237	3E-6	1.09
23535733	http://europepmc.org/abstract/MED/23535733	Genome-wide association studies identify four ER negative-specific breast cancer risk loci.	Breast cancer	4,193 European ancestry cases, 35,194 European ancestry controls	6,514 European ancestry cases, 41,455 European ancestry controls	rs17356907	0.702	9E-6	1.09
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs6828523	0.87	4E-16	1.11
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11552449	0.17	2E-8	1.07
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11552449	0.17	2E-8	1.07
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11552449	0.17	2E-8	1.07
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11552449	0.17	2E-8	1.07
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11552449	0.17	2E-8	1.07
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs720475	0.75	7E-11	1.06
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs720475	0.75	7E-11	1.06
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs11571833	0.0080	5E-8	1.26
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs3803662	0.26	2E-114	1.24
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs3757318	0.07	2E-21	1.16
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs941764	0.34	4E-10	1.06
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs1011970	0.17	6E-8	1.06
23535729	http://europepmc.org/abstract/MED/23535729	Large-scale genotyping identifies 41 new loci associated with breast cancer risk.	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	45,290 European ancestry cases, 41,880 European ancestry controls	rs1011970	0.17	6E-8	1.06
